Word	Activation	Evaluation	Imagery
married	0.653476	4.543310	0.010639
marry	1.959874	5.344121	0.175072
mars	-0.587968	1.478728	0.538300
marshal	-0.549348	-0.155062	1.100322
marshall	-0.549348	-0.596989	1.100322
martial	-0.005671	-0.041802	-0.044999
martyrdom	-0.001370	-0.417683	-2.170380
marvellous	3.477280	6.951213	-2.170380
masquerade	0.408639	2.763584	2.820747
mass	-0.005671	0.006343	-0.044999
masses	-0.093515	-0.238684	-0.710102
massive	-0.995083	0.006343	-0.278153
master	-1.437902	-0.297432	0.010639
masters	-0.061624	-0.155062	0.175072
mastery	-0.319455	-0.008248	-2.170380
match	-0.061624	0.012373	1.100322
matched	-0.014752	-0.081564	-0.710102
matches	-0.140645	-0.874088	0.010639
matching	0.010809	-0.000229	-0.710102
mate	0.004722	2.983926	0.538300
material	-0.347565	0.018621	1.861138
materials	-0.615504	-0.008248	1.100322
mates	-0.549348	1.257212	1.100322
mathematical	-0.061624	-0.999857	-0.044999
mathematics	0.010809	-0.000229	0.538300
matter	-0.347565	-0.008248	-0.044999
matters	-1.130421	-0.596989	-0.710102
mature	-0.140645	0.474057	-1.340844
maturity	-0.319455	0.132305	-1.340844
max	0.900809	0.132305	1.100322
maximum	0.716846	0.868498	-1.340844
maxwell	-0.587968	0.006343	0.538300
may	-0.778214	-0.081564	-0.278153
maybe	-2.699025	0.132305	-2.170380
mayor	-0.395133	0.001518	1.861138
mays	-1.380115	-0.008248	-2.170380
me	-0.005671	0.419690	1.100322
meadow	-1.289890	5.344121	2.820747
meal	-0.093515	2.250380	1.100322
meals	-0.140645	0.474057	1.100322
mean	-0.287614	-1.797865	-0.710102
meaning	-0.014752	0.001518	-2.170380
meaningful	0.024083	3.183455	-2.170380
meaningless	-2.127299	-1.797865	-2.170380
meanings	-0.001370	0.012373	-2.170380
means	-1.046833	-0.155062	-2.170380
meant	-1.437902	-0.999857	-2.170380
meantime	-2.517232	-0.000229	-2.170380
meanwhile	-2.298518	-0.297432	-2.170380
measure	-0.155671	-0.008248	0.538300
measured	-0.319455	-0.297432	0.175072
measurement	0.148749	-0.155062	1.861138
measurements	-0.587968	-0.596989	1.861138
measures	-0.287614	0.006343	0.010639
measuring	0.024083	0.006343	0.175072
meat	-0.778214	0.132305	2.820747
meathead	-0.995083	-3.644431	-0.278153
meats	-1.289890	-0.999857	1.861138
mechanical	0.797123	-2.115523	0.175072
mechanics	2.734141	-0.596989	0.010639
mechanism	-0.001370	-1.326004	-0.278153
mechanisms	0.030435	-0.340272	-0.710102
meddle	2.734141	-1.797865	-0.710102
media	2.734141	-0.596989	1.100322
medical	1.514929	0.012373	1.100322
medication	-0.014752	-0.999857	1.100322
medicine	-0.014752	-0.297432	1.861138
medieval	-2.298518	-0.041802	1.100322
medium	-0.211108	-0.155062	-2.170380
meek	-2.298518	-1.797865	-1.340844
meet	0.559548	0.474057	-0.044999
meeting	0.493704	0.006343	-0.044999
meetings	3.882810	-0.041802	0.010639
meets	3.637002	0.132305	-2.170380
mellow	-4.622537	3.820782	-0.044999
melodies	0.653476	6.951213	-0.278153
melody	0.559548	3.948896	-0.710102
melon	-0.093515	0.132305	1.100322
melting	-1.702669	-0.000229	1.861138
member	-0.395133	-0.008248	-0.710102
members	0.010809	0.132305	-0.710102
membership	0.445416	0.379756	-1.340844
memorable	-0.319455	2.250380	-0.710102
memorial	-0.491564	-0.372557	0.538300
memories	0.148749	3.183455	0.010639
memory	0.004722	2.250380	-0.278153
men	0.148749	1.478728	1.861138
men's	-0.014752	0.132305	0.010639
mended	0.000544	0.132305	-0.278153
mental	0.653476	-0.596989	-1.340844
mentally	-0.395133	-0.999857	-2.170380
mention	-0.395133	-0.999857	-2.170380
mentioned	0.493704	0.006343	-2.170380
meowing	1.232379	-0.874088	1.100322
mercenaries	2.734141	-1.326004	-0.044999
mercer	-1.702669	-0.596989	-1.340844
merchant	-2.699025	-2.115523	0.010639
merchants	-0.061624	-0.596989	-0.044999
mercury	-1.702669	-0.596989	0.175072
mercy	-0.211108	0.132305	-1.340844
mere	-0.549348	-0.155062	-2.170380
merely	-1.130421	-0.874088	-2.170380
merge	2.168184	0.001518	-1.340844
merger	0.148749	-0.155062	-0.710102
merit	-0.778214	0.551470	-0.710102
merits	-0.319455	2.250380	-1.340844
merrier	0.900809	0.379756	-1.340844
mesmerize	0.900809	1.257212	-1.340844
mesmerized	-1.130421	0.474057	-1.340844
mesmerizing	0.148749	0.419690	-2.170380
mess	-0.319455	-3.644431	1.100322
message	1.039588	1.478728	0.010639
messages	-0.014752	0.669604	0.175072
messed	2.287776	-2.744104	-0.278153
messenger	0.148749	-0.999857	0.538300
met	-0.031595	-0.417683	-0.710102
metal	-0.491564	-0.372557	1.100322
metaphysical	0.000544	-1.586861	-1.340844
metaphysics	-0.778214	-0.596989	-2.170380
meters	-2.699025	-0.999857	1.100322
method	-0.014752	0.349300	-1.340844
methodist	-0.140645	-0.999857	-2.170380
methods	-0.778214	-0.155062	-1.340844
metres	-1.289890	-0.999857	0.010639
metropolitan	0.148749	-0.596989	0.538300
mexican	0.017453	0.132305	0.538300
mexico	-2.699025	0.132305	0.538300
miami	0.148749	1.789844	0.538300
mice	-0.014752	-3.644431	2.820747
mickey	-0.001370	2.250380	1.861138
micro	-0.778214	-0.041802	-0.710102
microchip	-0.319455	-0.596989	0.538300
microcircuit	-0.491564	-0.372557	-0.710102
microorganisms	0.000544	-0.372557	0.175072
middle	-1.130421	-0.372557	1.100322
middle-class	-0.140645	-0.008248	0.175072
midnight	-0.319455	0.132305	1.861138
midst	-1.130421	0.474057	-0.710102
midwest	-1.437902	0.006343	-0.044999
might	-1.130421	-0.874088	-0.710102
mighty	2.734141	0.868498	-0.044999
migrating	0.000544	-0.372557	0.175072
mike	-0.319455	-0.238684	0.010639
mild	-2.298518	0.006343	-0.278153
mile	-0.549348	-0.019958	-0.278153
mileage	-2.983598	-0.596989	0.175072
miles	-2.699025	-0.297432	-0.278153
military	0.653476	-1.326004	1.100322
militia	-0.014752	-0.999857	0.010639
milk	-0.395133	0.018621	2.820747
mill	-1.289890	-0.999857	2.820747
miller	-0.001370	-0.596989	-0.044999
milling	0.148749	-0.238684	-1.340844
million	0.493704	2.250380	0.010639
millionaire	0.148749	6.951213	0.538300
millions	0.900809	3.530636	0.175072
mills	0.493704	-1.116716	0.010639
milton	-1.289890	-0.999857	-2.170380
mind	-0.014752	-0.297432	0.175072
minding	-0.778214	-0.000229	-2.170380
minds	-1.702669	-0.000229	-0.278153
mine	-0.001370	0.132305	-0.710102
mineral	-0.319455	-0.041802	0.538300
minerals	-0.211108	-0.155062	0.538300
mines	0.148749	-0.041802	0.175072
mingling	1.959874	0.669604	-0.044999
minimal	-1.289890	-2.115523	-0.278153
minimize	-2.298518	-1.797865	-0.710102
minimum	-1.046833	-0.808232	-0.278153
mining	0.148749	-0.596989	0.175072
minister	-0.491564	-0.874088	1.861138
ministers	0.004722	-0.041802	1.100322
ministry	-0.061624	-0.238684	-0.044999
minor	-2.699025	-2.115523	-0.710102
minority	-0.395133	-0.999857	-0.278153
mints	-1.702669	1.257212	0.538300
minute	-1.130421	-0.081564	-0.044999
minutes	-0.005671	0.024694	-0.044999
miracle	1.514929	6.951213	-0.044999
mirage	-0.395133	0.132305	-0.044999
mirror	-0.211108	0.132305	1.861138
miscarriage	0.445416	-2.744104	1.861138
miscellaneous	-0.061624	-0.238684	-0.278153
misdeed	0.148749	-3.644431	-0.278153
miserable	-0.319455	-3.644431	0.538300
misery	-0.319455	-3.644431	0.538300
misfortune	-0.061624	-3.644431	0.175072
misleading	-0.395133	-3.644431	-0.044999
miss	0.148749	-0.372557	-0.710102
missed	-1.702669	-2.341412	-2.170380
missile	1.514929	-3.644431	1.100322
missiles	0.148749	-3.644431	1.861138
missing	-3.360064	-3.644431	-0.044999
mission	0.000544	-0.081564	-2.170380
missionaries	-0.001370	-0.155062	-0.710102
missionary	-0.211108	-0.596989	0.175072
missions	0.148749	-2.115523	-2.170380
mississippi	-0.778214	0.006343	0.538300
missouri	-1.702669	-0.155062	0.010639
mist	-2.983598	0.132305	0.175072
mistake	-1.046833	-3.644431	-1.340844
mistaken	-2.032228	-3.644431	-1.340844
mistakes	0.559548	-3.644431	-1.340844
mister	-0.778214	-0.596989	-0.044999
mistreat	2.734141	-3.644431	-0.278153
misunderstanding	0.004722	-2.640437	-1.340844
misused	0.900809	-2.744104	-2.170380
mitchell	-0.211108	-0.417683	-0.278153
mitten	-1.130421	0.001518	0.538300
mittened	-0.549348	-0.019958	-0.710102
mix	0.493704	0.006343	0.010639
mixed	0.148749	0.001518	0.010639
mixing	1.959874	-0.297432	0.010639
mixture	-0.031595	0.132305	0.538300
mm	-4.622537	-0.008248	-0.710102
moaning	0.900809	-0.019958	0.010639
mob	0.559548	-2.509878	1.100322
mobile	0.148749	0.001518	1.100322
mode	-0.778214	-0.596989	-2.170380
model	-1.289890	0.669604	1.861138
modelling	0.408639	0.669604	1.861138
models	-0.778214	1.093219	2.820747
modems	-0.001370	-0.000229	0.010639
moderate	-0.395133	-0.008248	-2.170380
modern	-0.211108	-0.155062	-0.044999
modernization	1.959874	0.349300	0.010639
modest	-2.699025	-0.008248	-2.170380
modified	0.000544	-0.081564	-1.340844
modish	-1.289890	-0.999857	-2.170380
mogul	-0.001370	-0.155062	-0.044999
moist	-0.319455	0.006343	-0.278153
moisture	-1.437902	-0.596989	0.010639
mold	-2.032228	-1.586861	1.100322
molded	-0.114763	0.474057	0.538300
molding	0.559548	0.001518	0.010639
molecular	-0.140645	-0.297432	-2.170380
moles	-0.061624	-1.116716	0.538300
mom's	0.148749	3.948896	0.175072
moment	-3.195724	0.001518	0.010639
moments	-4.622537	0.001518	-0.278153
momentum	2.734141	1.478728	-0.710102
mommy	-0.778214	6.951213	1.861138
mommy's	0.004722	2.250380	1.100322
monday	0.148749	0.132305	-0.044999
money	-0.031595	4.543310	2.820747
monitoring	0.653476	-1.326004	-0.710102
monks	-1.289890	-0.297432	0.538300
monopoly	-1.702669	-0.155062	1.100322
monsieur	-2.699025	-0.297432	0.010639
monstrous	0.379670	-1.172147	0.010639
month	-1.289890	-0.297432	0.010639
monthly	-2.983598	-0.596989	0.010639
months	-1.437902	0.006343	0.010639
monument	-2.298518	0.006343	2.820747
mood	-0.061624	0.132305	-0.710102
moon	-1.702669	4.543310	2.820747
moonlight	-4.622537	4.277952	1.861138
moose	-0.395133	0.132305	2.820747
mope	-1.289890	-3.644431	-0.044999
moral	-0.211108	1.257212	-2.170380
morale	-1.702669	0.551470	-2.170380
morality	-0.778214	1.718208	-2.170380
more	0.004722	-0.238684	-2.170380
moreover	-0.778214	-0.596989	-2.170380
morning	-0.778214	0.419690	0.538300
mornings	-2.699025	-0.008248	0.175072
moron	-2.699025	-3.644431	-0.710102
morons	-2.298518	-3.644431	-0.710102
mortal	-0.031595	-0.155062	-0.278153
mortar	-0.778214	-0.238684	-1.340844
mortgage	-1.130421	-2.509878	-0.278153
mossy	-0.778214	-0.596989	0.538300
most	-0.319455	-0.238684	-2.170380
mostly	-0.395133	-0.297432	-2.170380
motel	-0.140645	-0.101185	0.538300
mother	-0.001370	3.530636	2.820747
mother's	-0.491564	3.948896	0.175072
mothers	-0.005671	4.943172	0.175072
motion	2.734141	-0.155062	0.010639
motions	0.148749	-0.008248	-0.278153
motivation	2.287776	1.887217	-0.278153
motive	0.900809	-0.155062	-0.710102
motives	0.493704	-0.041802	-0.710102
motor	2.168184	-0.081564	0.538300
motorboat	1.786400	0.006343	1.861138
motorcycle	5.232408	1.478728	2.820747
motors	0.493704	-0.238684	1.861138
mound	-2.699025	-0.297432	0.175072
mounds	-1.130421	-0.372557	0.010639
mount	0.148749	0.132305	-0.044999
mountain	-4.622537	0.132305	2.820747
mountains	-1.289890	0.669604	2.820747
mounted	0.493704	0.006343	-0.044999
mountie	0.000544	0.001518	0.538300
mounting	0.148749	-0.155062	0.010639
mouse	-0.211108	-0.155062	2.820747
moustache	-1.289890	-0.999857	1.861138
mouth	-0.778214	0.132305	2.820747
movable	-0.211108	-0.000229	-0.278153
move	1.514929	-0.155062	-0.278153
moved	1.514929	-0.155062	-0.278153
movement	3.365654	0.001518	-0.044999
movements	2.168184	0.001518	-0.044999
moves	4.310702	-0.155062	-0.044999
movie	0.148749	1.789844	1.861138
movies	-0.114763	2.763584	1.100322
moving	4.310702	-0.019958	-0.710102
mp	-0.014752	-0.297432	-2.170380
mr	-0.491564	-0.081564	-1.340844
mrs	-0.211108	0.012373	-0.710102
much	-0.061624	0.132305	-0.710102
mud	-1.130421	-1.586861	0.538300
muddy	-1.289890	-3.644431	0.175072
muffled	-0.319455	-1.797865	-0.710102
mufflers	-1.289890	-2.115523	1.100322
mug	-1.702669	-0.155062	1.861138
mugged	1.232379	-2.509878	0.010639
mugshot	0.000544	-2.509878	0.175072
multiple	-0.211108	-0.596989	-0.710102
multiply	0.148749	-0.999857	-0.278153
mum	-0.395133	1.620145	0.538300
mum's	-0.778214	1.093219	0.010639
mumbling	-0.001370	-1.326004	-1.340844
mummy	-4.622537	-0.008248	0.538300
munchies	-0.001370	5.096954	1.861138
municipal	-0.014752	-0.008248	-1.340844
murder	0.797123	-3.644431	1.861138
murderer	2.168184	-3.644431	1.100322
murders	1.959874	-3.644431	0.538300
murmured	-0.778214	-0.596989	-2.170380
muscle	-0.061624	1.478728	1.100322
muscles	6.967768	1.257212	2.820747
muscular	6.782935	3.183455	2.820747
museum	-0.778214	-0.596989	1.100322
museums	-0.319455	-0.041802	1.100322
mushroom	-0.005671	-0.065561	1.100322
mushy	-1.046833	-1.326004	0.175072
music	2.734141	5.533872	0.175072
musical	1.786400	3.183455	0.010639
musician	5.232408	0.132305	2.820747
musicians	5.559872	1.257212	2.820747
must	0.445416	-1.326004	-1.340844
mustangs	1.514929	1.887217	2.820747
mustard	-0.211108	-0.155062	2.820747
musty	-1.289890	-3.644431	-1.340844
mutineer	0.559548	-2.509878	-0.278153
mutinied	1.514929	-3.644431	-2.170380
muttered	0.148749	-3.644431	-0.710102
mutual	-0.778214	1.257212	-1.340844
mutually	0.024083	1.416385	-2.170380
muzzle	0.148749	-2.509878	1.100322
muzzles	0.000544	-1.586861	1.100322
my	0.010809	1.257212	-0.278153
myself	0.148749	2.645480	1.100322
mysterious	2.287776	4.543310	-0.278153
mystery	3.637002	2.983926	-0.710102
myth	-0.549348	1.257212	-0.710102
mythological	0.148749	1.257212	-0.710102
nag	2.734141	-2.341412	-0.278153
nah	-2.032228	-2.509878	-2.170380
nailed	0.559548	-2.509878	0.010639
nails	0.148749	-0.469429	1.100322
naively	-0.211108	-1.971295	-2.170380
naked	1.232379	1.789844	2.820747
name	-0.061624	-0.238684	-0.044999
named	0.148749	-0.000229	-2.170380
namely	0.653476	-1.326004	-2.170380
names	-0.014752	-0.297432	-0.710102
narrative	0.017453	1.093219	-1.340844
narrator	0.900809	0.754725	1.100322
narrow	-0.319455	-3.644431	0.175072
nation	-0.031595	-0.019958	0.010639
nation's	-0.031595	0.132305	-0.710102
national	0.148749	0.132305	-0.710102
nationalism	2.365905	1.416385	-1.340844
nationally	0.148749	0.132305	-0.710102
nations	0.148749	0.006343	0.010639
native	-0.061624	-0.000229	0.538300
natives	0.000544	0.132305	1.100322
natural	-0.211108	1.257212	-0.710102
naturally	-0.014752	0.669604	-0.710102
nature	-0.287614	4.067196	1.861138
nauseating	1.959874	-2.828322	0.010639
naval	0.148749	-0.019958	1.100322
navy	2.287776	-0.417683	0.010639
navy's	0.148749	-0.808232	0.010639
nazi	5.559872	-1.326004	2.820747
nazis	6.243345	-1.326004	2.820747
near	-0.319455	0.132305	-0.278153
nearby	-0.491564	-0.081564	-0.278153
nearer	0.559548	-0.081564	-0.710102
nearest	0.148749	-0.155062	-0.710102
nearing	3.220259	-0.019958	-0.044999
nearly	-0.778214	-0.238684	-0.278153
neat	-1.130421	-0.081564	0.175072
neatly	-0.114763	0.474057	-0.278153
necessarily	-0.001370	-1.326004	-2.170380
necessary	0.445416	0.012373	-1.340844
necessitated	0.148749	-0.081564	-2.170380
necessities	0.000544	-0.372557	-0.278153
necessity	-0.014752	0.132305	-0.278153
neck	-0.319455	-0.238684	1.100322
need	0.493704	-0.238684	-2.170380
needed	0.148749	-0.372557	-2.170380
needle	0.493704	-0.596989	1.100322
needless	-0.319455	-0.596989	-2.170380
needn't	-0.014752	-0.999857	-2.170380
needs	0.716846	-0.214039	-0.278153
negative	0.493704	-2.640437	-0.278153
neglect	-0.395133	-2.115523	-0.044999
neglected	0.900809	-2.744104	-0.044999
negligible	-0.778214	-1.797865	-2.170380
negotiate	4.310702	-0.596989	-0.278153
negotiations	1.514929	-0.808232	-0.278153
negro	-0.778214	0.132305	1.100322
negroes	-0.140645	0.349300	1.100322
neighbor	-0.778214	1.478728	1.100322
neighborhood	-0.319455	0.419690	1.100322
neighborhoods	0.148749	0.474057	0.538300
neighboring	0.653476	-0.000229	-1.340844
neighbors	0.024083	2.571334	1.100322
neighbour	-0.005671	2.571334	0.538300
neighbourhood	0.000544	1.789844	0.538300
neighbours	-0.211108	1.257212	0.538300
neither	-0.491564	-1.586861	-2.170380
neon	1.709964	-0.002446	2.820747
nerve	0.653476	-2.341412	0.175072
nerves	2.734141	-0.596989	0.175072
nervous	4.310702	-0.596989	1.100322
nest	-0.491564	0.001518	2.820747
net	-0.031595	-0.417683	2.820747
netted	1.514929	-0.808232	-0.044999
network	0.148749	-0.238684	-0.278153
networks	1.039588	-0.596989	-0.710102
neurotic	3.882810	-0.041802	-0.710102
neutral	-0.287614	0.024694	-2.170380
never	-0.031595	-1.326004	-2.170380
nevertheless	0.148749	-1.116716	-2.170380
new	0.493704	0.868498	-0.278153
newer	1.039588	0.132305	-0.710102
newest	0.148749	0.012373	-0.710102
newly	-0.549348	0.012373	-0.710102
newport	-0.211108	-0.155062	-0.044999
news	1.514929	-0.019958	0.175072
newspaper	0.408639	-0.101185	2.820747
newspapers	0.148749	-0.372557	2.820747
next	-0.211108	-1.326004	-2.170380
next-door	0.000544	0.001518	0.175072
nice	0.653476	2.250380	-0.710102
nick	-0.287614	-0.214039	-0.044999
nickname	0.148749	1.026312	-2.170380
night	-0.114763	1.026312	1.100322
night's	0.010809	1.257212	-0.044999
nightgown	0.445416	1.887217	2.820747
nightmare	8.534390	-1.971295	0.538300
nights	-0.140645	2.983926	-0.044999
nine	-0.211108	-0.417683	-0.044999
nineteen	0.148749	0.132305	-0.044999
ninety	-0.114763	-0.874088	-0.044999
ninth	-0.114763	-0.874088	-0.044999
nitrogen	0.148749	-0.874088	-0.278153
no	0.601662	-1.916791	-2.170380
noble	-0.549348	0.379756	-1.340844
nobler	0.148749	0.001518	-2.170380
nobly	-1.437902	0.419690	-2.170380
nobody	-0.778214	-3.644431	-0.710102
nod	0.148749	-0.596989	0.010639
nodded	1.959874	-2.115523	0.010639
nods	1.160278	-0.065561	0.175072
noise	3.220259	-1.971295	-0.278153
nominal	0.004722	-1.116716	-0.278153
nomination	0.148749	0.132305	-0.710102
none	-1.046833	-1.971295	-1.340844
nonetheless	-0.001370	-2.341412	-2.170380
nonsense	-0.005671	-2.237562	-1.340844
noon	-1.130421	0.132305	-0.044999
nope	-0.319455	-2.640437	-2.170380
nor	-0.778214	-0.155062	-2.170380
norm	-1.130421	-0.874088	-0.278153
normal	-0.778214	-0.000229	-0.710102
normally	-0.031595	-0.155062	-1.340844
norman	-0.395133	-0.297432	-0.710102
norms	-0.140645	0.018621	-1.340844
north	-0.549348	-0.808232	-0.044999
northeast	-0.031595	-0.417683	-0.044999
northern	0.445416	-0.417683	-0.044999
northwest	-0.211108	-0.417683	-0.044999
nose	-0.211108	-1.326004	2.820747
not	0.004722	-2.640437	-2.170380
notable	-0.491564	-0.372557	-1.340844
notably	-0.114763	-0.874088	-1.340844
note	-2.983598	-0.155062	1.100322
noted	0.148749	-0.155062	-0.278153
notes	-0.061624	-0.238684	0.010639
nothing	-3.195724	-2.509878	-1.340844
notice	-0.491564	-1.586861	0.010639
noticeable	-0.001370	-0.155062	-0.710102
noticed	0.900809	0.132305	-0.710102
notified	1.232379	-0.372557	-0.278153
noting	1.232379	-1.586861	-0.710102
notion	0.017453	-0.297432	-2.170380
notions	0.148749	-0.596989	-2.170380
nova	-0.061624	-0.238684	-0.710102
novel	0.148749	-0.081564	1.100322
novelist	1.039588	-0.238684	0.538300
novels	0.004722	0.132305	1.861138
november	0.148749	-0.008248	0.010639
now	-0.287614	-0.767485	-1.340844
nowadays	-0.319455	-1.116716	-2.170380
nowhere	-1.930160	-2.115523	-1.340844
nuclear	4.310702	-0.808232	-0.278153
nucleus	0.148749	0.006343	-0.278153
nude	2.734141	0.132305	1.861138
null	-2.517232	-1.326004	-2.170380
number	-1.702669	-2.341412	0.010639
numbers	-0.395133	-0.297432	0.175072
numerical	-0.491564	-0.874088	-0.278153
numerous	-0.061624	-0.596989	-0.278153
nurse	1.232379	-0.372557	1.861138
nursery	0.653476	0.132305	1.100322
nursing	4.972390	1.416385	-0.044999
nut	-0.587968	-0.767485	2.820747
nuts	-0.114763	-0.372557	2.820747
o'clock	-1.702669	-0.596989	-0.710102
oak	-2.032228	0.474057	1.100322
oar	-0.093515	0.325280	1.861138
oars	-0.211108	-0.000229	1.861138
object	-0.061624	-1.116716	-0.278153
objected	1.514929	-1.326004	-2.170380
objection	2.168184	-2.509878	-2.170380
objections	3.220259	-0.808232	-2.170380
objective	0.900809	0.132305	-2.170380
objectives	0.493704	0.132305	-2.170380
objects	-0.319455	-0.596989	0.010639
obligation	2.168184	-0.874088	-2.170380
obligations	0.379670	-1.662173	-2.170380
obliged	3.220259	-0.808232	-2.170380
obscure	0.493704	-0.596989	-1.340844
observation	1.039588	0.132305	-2.170380
observations	2.734141	0.419690	-2.170380
observe	0.445416	0.379756	-0.710102
